payment_id,order_id,paid_at,method,amount,wallet_applied,status,currency
P02103,O00323,2025-10-20T19:25:00+05:30,upi,6.34,0,captured,USD
P02514,O00255,02-02-2026 08:08,card,2579.05,0,failed,INR
P00105,O01331,2025-09-24T10:09:00+05:30,wallet,509.8,0,captured,INR
P00869,O01534,16-07-2026 05:21,,564.71,0,refunded,INR
P00677,O01810,2026-02-05T10:16:00+05:30,upi,61.25,0,failed,USD
P01393,O01875,2026-06-08T11:37:00+05:30,card,5376.75,200,captured,INR
P01373,O01838,2026-06-21T15:10:00+05:30,cod,344.18,0,captured,INR
P02270,O00279,15-02-2026 16:24,netbanking,682.34,0,failed,INR
P01043,O00834,2025-08-20T08:34:00+05:30,wallet,40.27,0,captured,USD
P02072,O00763,2026-02-19T02:02:00+05:30,wallet,13.54,0,captured,USD
P00214,O01317,2025-08-28T22:16:00+05:30,netbanking,39.4,0,refunded,USD
P00946,O01207,2025-11-07T13:03:00Z,,27.38,0,captured,USD
P00789,O00983,02-08-2025 09:27,card,799.15,0,failed,INR
P00041,O01068,20-11-2025 06:16,cod,661.63,50,captured,INR
P00448,O00042,2026-06-26T16:33:00+05:30,netbanking,39.12,0,failed,USD
P01199,O00550,2025-12-19T11:21:00+05:30,wallet,515.46,0,refunded,INR
P01825,O00587,2025-08-02T15:23:00Z,wallet,10.3,0,captured,USD
P00135,O00312,2026-04-20T09:20:00+05:30,netbanking,4.99,0,failed,USD
P01225,O02018,2025-04-16T09:07:00+05:30,card,9.81,0,captured,USD
P02523,O00513,2025-09-17T20:56:00+05:30,wallet,5038.43,0,captured,INR
P02711,O00535,2026-03-10T11:12:00+05:30,upi,3298.99,0,refunded,INR
P01041,O01343,12-11-2025 16:17,card,18.3,0.09,captured,USD
P00706,O01608,2026-04-30T00:17:00+05:30,netbanking,2434.9,0,captured,INR
P00284,O00514,2026-05-23T12:05:00+05:30,wallet,559.68,0,failed,INR
P00825,O01244,27-03-2026 19:53,netbanking,621.17,200,captured,INR
P00312,O01548,2026-04-29T00:26:00+05:30,wallet,1656.29,0,failed,INR
P00611,O01716,2025-11-05T08:29:00+05:30,cod,63.25,0,refunded,USD
P02101,O00517,2026-06-15T11:23:00+05:30,card,10.65,0.02,captured,USD
P02177,O01769,05-04-2026 05:16,card,7.31,0,captured,USD
P00298,O01176,2026-07-02T18:39:00Z,netbanking,3494.17,0,captured,INR
P01222,O01715,2025-12-03T14:28:00Z,netbanking,1800.31,0,captured,INR
P00424,O01203,2026-07-12T06:19:00+05:30,,1222.65,0,captured,INR
P02753,O00387,2026-06-22T21:01:00+05:30,cod,,0,captured,USD
P01257,O02041,05-06-2026 02:26,upi,8.72,0,captured,USD
P00843,O00120,2025-12-03T12:29:00+05:30,card,1777.46,0,captured,INR
P02002,O01424,2025-10-09T14:29:00Z,wallet,729.66,128.76,captured,INR
P01355,O00463,2026-02-20T00:37:00+05:30,netbanking,450.05,0,failed,INR
P02704,O01083,2025-12-24T10:14:00+05:30,cod,1975.26,0,captured,INR
P02135,O02083,2026-01-04T01:22:00+05:30,cod,9.32,0,failed,USD
P01829,O01170,2025-08-23T15:06:00+05:30,card,59.89,0,refunded,USD
P01451,O00412,2026-04-10T04:35:00+05:30,cod,,0,captured,INR
P01311,O00612,2026-03-10T14:24:00+05:30,netbanking,3559.67,15,captured,INR
P02194,O00690,2026-03-28T03:14:00+05:30,cod,2031.32,0,captured,INR
P00076,O00165,2026-03-17T00:22:00+05:30,upi,930.44,0,failed,INR
P01890,O01446,2025-09-11T14:05:00+05:30,wallet,3140.66,100,captured,INR
P00024,O01891,2026-01-07T05:11:00+05:30,cod,2036.43,0,refunded,INR
P01624,O01993,2026-03-15T21:17:00Z,netbanking,19.57,0,captured,USD
P01084,O02016,02-07-2026 19:01,netbanking,20.14,0,captured,USD
P00155,O01982,2026-06-17T19:33:00Z,card,4.99,0,captured,USD
P01003,O00316,2026-04-08T07:20:00Z,wallet,40.66,0,captured,USD
P00645,O01826,06-07-2026 07:29,wallet,300.62,0,pending,INR
P01186,O01205,29-03-2026 06:39,upi,981.89,0,refunded,INR
P02087,O01832,2026-06-26T21:16:00Z,,2563.89,0,captured,INR
P02780,O00806,2026-06-13T23:14:00Z,netbanking,2606.54,100,captured,INR
P00691,O00103,02-10-2025 09:07,wallet,5.46,0,refunded,USD
P00654,O01100,2026-07-16T16:22:00+05:30,netbanking,6.16,0,captured,USD
P01980,O01224,2025-11-07T00:35:00+05:30,wallet,4.96,0,failed,USD
P01461,O02014,21-06-2026 00:20,card,467.33,0,failed,INR
P02439,O00080,2025-04-05T12:20:00+05:30,netbanking,8.26,0,captured,USD
P01602,O00546,2026-04-28T13:14:00+05:30,netbanking,8.08,0,failed,USD
P01360,O01364,2025-07-14T00:43:00+05:30,card,746.91,0,failed,INR
P01911,O01979,24-05-2026 06:19,cod,6.27,0,captured,USD
P02445,O00233,2026-06-24T07:14:00+05:30,card,1169.98,0,captured,INR
P01047,O01009,2026-07-19T21:19:00Z,card,572.59,0,captured,INR
P02014,O00885,2026-05-31T22:12:00Z,wallet,553.67,0,captured,INR
P01640,O01854,2025-12-14T05:59:00Z,card,1168.32,0,captured,INR
P01680,O01326,2026-06-22T15:10:00+05:30,card,4.99,0,captured,USD
P01801,O01189,2026-06-20T06:03:00+05:30,card,11.28,0.02,captured,USD
P00622,O01079,2026-06-19T04:18:00+05:30,netbanking,384.65,0,captured,INR
P00084,O01391,26-04-2026 19:34,netbanking,440.16,0,captured,INR
P01924,O01279,15-03-2026 20:33,card,5186.85,0,captured,INR
P00797,O00231,2026-01-11T10:52:00+05:30,cod,2399.39,0,captured,INR
P01196,O02034,2026-02-24T03:24:00Z,netbanking,6.64,0,captured,USD
P02453,O00327,16-10-2025 01:24,upi,2717.34,0,failed,INR
P00669,O00757,2026-01-29T22:13:00Z,netbanking,1026.74,0,captured,INR
P02788,O01375,2026-06-28T07:18:00Z,cod,17.08,0.03,captured,USD
P00251,O00462,22-12-2025 06:29,upi,526.03,0,refunded,INR
P01955,O00913,2026-06-29T16:39:00+05:30,wallet,1225.42,0,captured,INR
P01255,O00358,2026-04-17T23:54:00+05:30,cod,1936.53,0,failed,INR
P00064,O01641,2026-04-27T02:23:00+05:30,wallet,11.64,0,captured,USD
P00057,O00989,2026-03-06T08:06:00+05:30,wallet,568.26,15,captured,INR
P01618,O01943,2026-07-14T01:16:00+05:30,upi,2181.5,100,captured,INR
P00973,O00840,2026-01-21T05:25:00Z,netbanking,1267.55,50,captured,INR
P02005,O00866,2026-04-29T03:18:00Z,wallet,755.55,0,captured,INR
P00106,O01045,2026-07-07T09:15:00Z,card,45.1,0,pending,USD
P01079,O01576,25-05-2026 12:41,card,371.73,0,failed,INR
P00336,O00355,2025-10-13T00:24:00+05:30,card,8.98,0,failed,USD
P01352,O01720,2025-12-13T01:39:00Z,netbanking,23.53,0,captured,USD
P00177,O01298,19-07-2026 01:04,wallet,37.83,0,captured,USD
P00387,O01946,2025-08-26T13:00:00+05:30,cod,221.14,0,refunded,INR
P01779,O00142,24-07-2025 02:19,upi,1266.79,0,captured,INR
P00821,O00547,2026-06-17T12:19:00+05:30,netbanking,4507.05,0,captured,INR
P01285,O01129,2026-05-28T00:06:00+05:30,netbanking,682.59,0,failed,INR
P02379,O00285,2025-04-13T00:06:00Z,cod,3696.21,0,captured,INR
P02197,O00137,12-04-2026 04:18,netbanking,944.07,15,captured,INR
P02255,O01865,2026-07-12T10:55:00+05:30,cod,585,0,captured,INR
P00595,O01837,2026-01-11T05:32:00+05:30,cod,495.67,87.47,captured,INR
P00567,O01914,13-05-2026 10:48,card,2004.85,0,captured,INR
P00335,O00116,16-04-2026 09:10,netbanking,10.72,0,captured,USD
P01954,O00913,2026-06-29T16:23:00+05:30,wallet,1225.42,0,failed,INR
P00184,O01149,09-07-2026 22:16,netbanking,7.24,0,captured,USD
P01733,O01006,2026-05-10T13:36:00+05:30,wallet,351.93,0,captured,INR
P02392,O00011,2026-02-17T17:25:00Z,netbanking,1629.13,0,failed,INR
P01467,O01633,2025-04-06T12:03:00Z,wallet,1206.65,0,failed,INR
P02785,O01887,02-05-2026 14:28,card,14.23,0,refunded,USD
P00385,O01395,2026-04-10T06:54:00+05:30,netbanking,65.97,0,captured,USD
P01102,O00226,2026-01-31T02:17:00+05:30,wallet,40.9,0,refunded,USD
P01143,O01155,2026-06-30T15:53:00+05:30,card,21.49,0,refunded,USD
P01455,O00525,2026-02-24T19:18:00+05:30,cod,424.68,0,captured,INR
P02229,O00849,2025-12-22T10:20:00+05:30,cod,1411.84,0,captured,INR
P01790,O00918,2026-06-07T21:08:00+05:30,upi,348.8,0,captured,INR
P02621,O01741,23-07-2026 20:20,netbanking,3074.22,0,refunded,INR
P01505,O01481,07-07-2026 01:03,netbanking,11.19,0,refunded,USD
P00573,O01995,12-07-2026 03:47,cod,785.78,0,refunded,INR
P02201,O00664,2026-02-13T17:06:00+05:30,card,903.51,100,captured,INR
P00743,O00510,2026-03-22T12:03:00+05:30,netbanking,5629.16,100,captured,INR
P02781,O01948,2026-03-12T14:49:00+05:30,upi,412.9,30,captured,INR
P00067,O00878,09-04-2025 23:16,netbanking,1912.21,0,captured,INR
P02139,O00221,2026-07-23T17:12:00+05:30,upi,3508.65,0,failed,INR
P00744,O02044,2026-07-22T16:22:00+05:30,upi,892.51,0,failed,INR
P01453,O00311,26-07-2025 14:22,cod,311.2,0,failed,INR
P00993,O00755,2026-05-20T20:08:00Z,upi,1878.57,0,refunded,INR
P01689,O01628,2026-04-18T12:27:00Z,netbanking,1227.99,0,failed,INR
P01729,O01236,22-12-2025 07:53,netbanking,63.91,0,captured,USD
P02798,O91409,17-04-2026 16:19,cod,771.95,0,captured,INR
P01382,O00084,23-12-2025 10:29,card,1908.18,0,captured,INR
P01136,O01911,2026-05-24T21:31:00+05:30,card,1265.36,0,refunded,INR
P01991,O01836,2026-07-06T00:11:00+05:30,upi,1169.24,0,captured,INR
P00434,O00181,30-09-2025 11:31,wallet,2877.32,0,captured,INR
P00148,O01060,2026-07-21T00:12:00+05:30,card,1026.6,0,refunded,INR
P00088,O00767,2026-03-26T10:29:00Z,card,353.94,0,captured,INR
P02117,O01088,11-01-2026 14:54,upi,4.35,0,captured,USD
P02355,O01827,17-04-2026 19:10,card,605.09,0,captured,INR
P02490,O01712,2026-07-15T10:59:00Z,netbanking,4.99,0,captured,USD
P00327,O00638,2026-02-20T05:18:00+05:30,cod,771.9,0,captured,INR
P01366,O00147,07-03-2026 06:23,wallet,947.6,0,captured,INR
P01560,O00067,2026-03-19T08:14:00+05:30,upi,12.82,0,refunded,USD
P00470,O01603,2025-08-30T15:17:00Z,card,1299.05,0,refunded,INR
P01146,O00907,22-11-2025 18:03,upi,2431.7,0,captured,INR
P01571,O02092,2025-09-14T11:38:00Z,netbanking,506.18,0,captured,INR
P01758,O02122,2026-07-09T20:55:00+05:30,card,218.8,100,captured,INR
P00142,O01213,2026-07-14T14:25:00+05:30,upi,2781.97,0,captured,INR
P00639,O00701,21-07-2026 01:57,wallet,633.32,30,captured,INR
P01313,O00090,2025-09-19T23:19:00+05:30,cod,51.36,0,captured,USD
P02804,O94810,2026-06-08T13:18:00+05:30,wallet,1966.23,0,captured,INR
P00661,O00904,26-07-2025 13:17,upi,400.45,0,refunded,INR
P00560,O00808,03-02-2026 01:08,cod,816.45,0,failed,INR
P01707,O01453,2026-03-02T17:46:00+05:30,wallet,1259.71,0,captured,INR
P02257,O00282,2026-02-05T11:24:00+05:30,wallet,7.68,0,captured,USD
P02562,O01186,25-05-2026 18:19,card,7.44,0,captured,USD
P01365,O00829,2026-02-16T08:31:00+05:30,wallet,1237.38,0,captured,INR
P00137,O01793,2025-08-18T14:20:00+05:30,wallet,54.34,0,failed,USD
P00802,O01614,2026-01-03T15:13:00+05:30,netbanking,27.63,0,captured,USD
P01144,O00430,2026-01-29T20:04:00+05:30,netbanking,4.99,0,captured,USD
P01264,O00428,2026-05-23T14:04:00+05:30,wallet,482.49,0,captured,INR
P01001,O02085,2026-02-14T09:40:00Z,upi,3540.41,0,captured,INR
P02284,O00856,26-04-2026 22:10,upi,1086.13,100,captured,INR
P00761,O00076,2025-04-08T05:47:00Z,card,29.04,0,refunded,USD
P00774,O00485,2026-03-25T10:54:00+05:30,upi,3607.46,100,captured,INR
P00808,O00648,16-04-2026 20:08,cod,2444.5,0,failed,INR
P01555,O00335,2025-07-12T23:40:00+05:30,cod,3241.59,0,failed,INR
P02260,O01527,2025-08-31T11:07:00+05:30,,9.09,0,captured,USD
P01052,O00971,2026-07-13T01:27:00+05:30,upi,4.99,0,failed,USD
P00879,O00770,2026-05-01T15:23:00+05:30,card,542.14,0,refunded,INR
P01887,O01075,01-09-2025 15:40,upi,65.44,0,captured,USD
P01698,O01049,2025-03-04T16:31:00+05:30,cod,2785.96,200,captured,INR
P02792,O94321,2026-05-16T08:22:00Z,wallet,408.6,0,captured,INR
P00787,O00895,2025-06-08T21:08:00+05:30,netbanking,8.08,0,captured,USD
P01131,O00269,2026-03-01T00:13:00+05:30,card,653.7,15,captured,INR
P02151,O00699,15-05-2026 23:31,wallet,701.41,0,captured,INR
P01303,O00603,2025-06-17T23:09:00Z,netbanking,641.16,0,captured,INR
P01070,O00710,2026-07-14T19:25:00+05:30,wallet,436.29,0,refunded,INR
P02074,O00825,2025-09-22T03:24:00+05:30,cod,2549.9,0,captured,INR
P02196,O01870,2025-06-16T05:20:00+05:30,cod,7.27,0,refunded,USD
P02722,O01472,2026-06-22T08:39:00Z,cod,8.02,0,refunded,USD
P02075,O01340,2026-04-18T16:54:00+05:30,wallet,9.44,0,failed,USD
P02609,O00136,2026-05-06T18:42:00+05:30,netbanking,1364.51,0,captured,INR
P00668,O02038,2025-12-18T03:08:00Z,wallet,27.16,0.14,captured,USD
P00563,O01414,2026-06-22T20:08:00+05:30,card,5651.44,0,pending,INR
P02586,O01949,2026-06-01T15:05:00+05:30,card,466.01,0,captured,INR
P00610,O01716,16-10-2025 08:29,cod,63.25,0.12,captured,USD
P00010,O00356,2025-07-31T05:54:00+05:30,netbanking,2270.4,0,failed,INR
P01587,O00672,27-05-2026 01:04,netbanking,4520.95,0,pending,INR
P02082,O00397,2026-03-25T11:08:00+05:30,netbanking,714.46,0,captured,INR
P01175,O00332,2026-06-07T03:05:00+05:30,card,1180.62,0,captured,INR
P01961,O01501,2026-03-19T08:43:00+05:30,netbanking,43.46,0,failed,USD
P01692,O00360,2025-12-25T06:02:00Z,upi,2893.58,15,captured,INR
P02427,O01902,30-04-2026 22:03,card,55.92,0,refunded,USD
P01278,O00828,18-04-2026 06:00,card,1123.15,0,failed,INR
P00980,O01419,2026-06-09T14:08:00+05:30,card,33.42,0,captured,USD
P02640,O01401,2025-05-18T08:16:00+05:30,card,511,0,failed,INR
P01236,O01844,11-05-2026 11:01,wallet,13.85,0.04,captured,USD
P02698,O01011,2026-07-29T21:58:00Z,upi,14.56,0,refunded,USD
P00480,O01840,2026-06-08T21:56:00+05:30,upi,1031.86,0,captured,INR
P02424,O01013,2026-02-03T02:02:00+05:30,upi,2007.05,0,captured,INR
P01676,O01438,09-07-2026 19:13,upi,1945.26,0,captured,INR
P01830,O01066,2026-06-08T03:25:00+05:30,cod,719.81,0,captured,INR
P01433,O00372,2026-02-27T16:04:00Z,netbanking,49.3,0,refunded,USD
P02030,O01421,2026-07-24T01:07:00+05:30,netbanking,4.96,0,refunded,USD
P00446,O01530,2026-06-24T01:32:00+05:30,card,386.77,0,captured,INR
P01863,O00548,2026-07-22T03:11:00Z,card,1688.54,0,captured,INR
P02559,O00636,2026-05-15T12:06:00Z,upi,965.02,0,captured,INR
P00401,O00007,2026-01-04T20:21:00+05:30,card,3534.18,0,refunded,INR
P01629,O01105,2025-12-02T04:16:00+05:30,cod,4.49,0,pending,USD
P00674,O00361,2025-11-12T14:48:00+05:30,cod,8.27,0,captured,USD
P02112,O02077,2026-01-13T07:29:00+05:30,netbanking,5310.7,0,captured,INR
P00079,O02036,2026-01-16T22:43:00+05:30,netbanking,332.05,0,refunded,INR
P00061,O01564,2026-01-16T05:11:00+05:30,netbanking,801.69,0,captured,INR
P00163,O00016,2026-06-03T09:02:00Z,netbanking,3071.59,30,captured,INR
P00713,O01150,27-08-2025 13:12,upi,740.36,0,captured,INR
P00695,O01412,2025-09-27T18:38:00Z,wallet,1380.66,0,captured,INR
P02077,O01340,2026-04-28T17:19:00+05:30,wallet,9.44,0,refunded,USD
P00608,O00439,2025-09-25T20:44:00+05:30,upi,4.99,0,captured,USD
P00794,O01593,26-06-2026 16:05,,3640.97,0,captured,INR
P01016,O01070,2026-07-04T20:41:00Z,upi,1419.03,50,captured,INR
P02593,O01255,18-12-2025 01:59,,6.33,0,captured,USD
P01209,O01345,2026-07-21T15:21:00+05:30,netbanking,16.32,0,captured,USD
P00618,O00267,28-02-2026 22:39,cod,1801.22,0,captured,INR
P01696,O00333,2026-04-14T08:29:00+05:30,upi,2061.77,0,captured,INR
P00833,O01726,05-03-2026 20:42,card,336.9,0,refunded,INR
P01284,O00876,01-07-2026 04:14,cod,650.1,0,captured,INR
P02236,O00933,2026-04-30T23:21:00Z,cod,9.51,0,failed,USD
P02567,O01001,2026-06-20T12:57:00+05:30,wallet,4605.38,0,refunded,INR
P00790,O00983,2025-08-02T09:44:00+05:30,card,799.15,0,captured,INR
P00042,O02069,2026-04-05T19:26:00+05:30,netbanking,1540.27,0,failed,INR
P00769,O00543,2026-06-09T07:13:00+05:30,card,1204.42,0,captured,INR
P01372,O00928,17-11-2025 05:22,netbanking,12.16,0.04,captured,USD
P01628,O01931,2026-04-17T12:31:00Z,netbanking,2725.97,0,captured,INR
P02556,O02030,2026-03-08T09:33:00+05:30,cod,4606.13,0,refunded,INR
P01007,O01959,2026-04-02T15:24:00+05:30,upi,2314.67,0,failed,INR
P02519,O00229,11-07-2026 13:17,card,2616.69,0,failed,INR
P00826,O00381,23-10-2025 17:13,cod,5589.01,0,captured,INR
P00259,O01554,2026-03-25T20:12:00+05:30,upi,6.13,0.01,captured,USD
P02227,O01951,2026-07-23T22:00:00Z,upi,291.12,0,captured,INR
P01375,O00451,2025-08-26T10:26:00+05:30,card,1948.05,0,captured,INR
P01049,O01913,2026-06-01T13:26:00Z,card,1390.17,30,captured,INR
P00919,O00640,2026-01-02T09:02:00+05:30,cod,2053.74,0,failed,INR
P00875,O00433,18-08-2025 21:20,cod,2482.84,0,captured,INR
P01644,O01339,2026-07-11T01:15:00Z,upi,4.99,0,refunded,USD
P02209,O01324,2026-03-27T02:44:00Z,card,595.17,0,captured,INR
P02189,O02106,2026-03-24T16:53:00+05:30,upi,269.01,30,captured,INR
P00097,O01916,21-06-2026 19:13,upi,523.85,0,refunded,INR
P02021,O01987,30-03-2026 17:19,upi,3058.6,15,captured,INR
P01783,O01422,08-07-2026 10:25,wallet,4.99,0,captured,USD
P00390,O00505,30-07-2026 11:44,upi,53.94,0,refunded,USD
P01432,O00372,2026-02-09T16:04:00Z,netbanking,49.3,0,captured,USD
P02691,O01505,2026-07-15T10:27:00+05:30,upi,4.99,0,captured,USD
P02713,O01425,2026-07-12T13:05:00Z,card,821.48,0,failed,INR
P02046,O01790,2026-01-14T12:20:00+05:30,card,4420.26,0,captured,INR
P01341,O01165,2026-02-20T01:14:00Z,wallet,853.26,0,captured,INR
P02192,O01742,2025-10-23T20:30:00+05:30,card,324.4,108.14,captured,INR
P01396,O01801,27-06-2026 23:16,upi,364.04,0,captured,INR
P00397,O01673,2025-12-16T23:21:00Z,netbanking,4.74,0,captured,USD
P00635,O00111,2025-03-25T06:26:00+05:30,netbanking,4.99,0,failed,USD
P00981,O01744,09-06-2026 11:18,upi,1026.39,0,captured,INR
P00395,O00756,2026-06-25T08:10:00+05:30,netbanking,13.31,0,captured,USD
P01936,O01817,2025-11-24T01:22:00+05:30,upi,15.39,0,failed,USD
P02371,O00674,27-11-2025 12:41,netbanking,7.91,0,refunded,USD
P01706,O00241,2026-04-01T12:18:00Z,cod,5.06,0,captured,USD
P01872,O00337,2025-07-09T06:54:00Z,netbanking,4.99,0,captured,USD
P01766,O00048,2026-03-12T04:12:00+05:30,card,3112.42,0,captured,INR
P02433,O02057,15-12-2025 21:42,card,950.73,0,captured,INR
P01695,O00333,2026-04-14T08:21:00+05:30,upi,2061.77,0,failed,INR
P01943,O00185,2026-05-21T16:21:00+05:30,netbanking,366.62,30,captured,INR
P02340,O00812,02-07-2025 22:11,cod,1977.47,0,captured,INR
P00263,O00035,2026-06-14T02:27:00Z,wallet,58.74,0,refunded,USD
P00248,O01291,2026-02-12T19:20:00Z,upi,1810.24,0,captured,INR
P01970,O00700,02-04-2026 16:19,wallet,2997.44,0,failed,INR
P01431,O00140,2025-08-29T18:07:00+05:30,wallet,4.79,0,failed,USD
P00629,O02023,2026-03-25T19:38:00+05:30,wallet,485.47,0,failed,INR
P01096,O02021,2026-04-09T14:09:00+05:30,card,39.8,0,refunded,USD
P00463,O02058,05-06-2026 18:41,card,13.67,0,captured,USD
P00569,O00998,2026-07-18T02:59:00+05:30,,37.04,0,captured,USD
P00100,O01693,26-11-2025 10:35,card,4.99,0,refunded,USD
P00718,O00909,2026-03-05T07:21:00+05:30,cod,8.87,0.04,captured,USD
P00477,O00160,2026-06-30T11:58:00+05:30,wallet,966.82,0,captured,INR
P00013,O00867,02-07-2026 07:15,netbanking,6.68,0.02,captured,USD
P02358,O01728,2026-07-11T06:48:00Z,cod,2670.12,0,refunded,INR
P01634,O00152,2026-01-31T01:46:00Z,cod,4.97,0,failed,USD
P02426,O01902,2026-04-25T22:03:00+05:30,card,55.92,0.11,captured,USD
P01969,O01546,22-03-2026 10:32,wallet,4687.29,0,failed,INR
P02429,O00374,2026-03-13T13:37:00Z,wallet,32.19,0,captured,USD
P01617,O01607,09-03-2026 07:57,wallet,65.29,0,captured,USD
P01434,O02029,07-07-2026 07:15,netbanking,2832.46,200,captured,INR
P01989,O00344,2025-09-27T13:57:00+05:30,upi,23.45,0,captured,USD
P02446,O00901,2026-01-07T14:11:00Z,cod,4794.42,0,captured,INR
P02545,O00270,2026-06-08T08:14:00+05:30,card,4.49,0,captured,USD
P01177,O00843,19-11-2025 10:03,netbanking,841.61,0,captured,INR
P00292,O01926,23-02-2026 09:29,card,344.88,0,failed,INR
P01075,O00234,2026-03-16T14:16:00Z,cod,790.49,0,captured,INR
P02610,O01140,2026-02-26T08:26:00Z,card,6.63,0,captured,USD
P01012,O01823,07-11-2025 06:12,wallet,6.69,0,failed,USD
P01035,O00108,2026-01-07T03:02:00+05:30,upi,3630.38,0,failed,INR
P00144,O01471,2025-11-30T19:42:00Z,upi,4989.45,0,captured,INR
P02460,O00888,2025-07-16T23:10:00+05:30,card,765.79,0,failed,INR
P01875,O00222,09-09-2025 17:11,netbanking,3622.38,0,failed,INR
P02636,O01174,2026-07-15T01:07:00Z,wallet,7.32,0,failed,USD
P00003,O00169,2025-03-27T05:15:00+05:30,upi,356.09,0,captured,INR
P00894,O01539,2026-06-03T20:35:00+05:30,netbanking,8.62,0,refunded,USD
P00814,O00508,09-09-2025 09:10,netbanking,6.67,0,captured,USD
P02280,O01921,24-06-2026 09:24,,368.14,0,captured,INR
P00007,O00274,2025-09-28T00:21:00+05:30,wallet,971.81,0,captured,INR
P01061,O00563,2026-04-03T08:15:00+05:30,wallet,2674.49,30,captured,INR
P02756,O01937,2026-03-30T07:29:00+05:30,card,2920.87,0,captured,INR
P01088,O02064,2026-04-15T18:44:00+05:30,upi,4618.96,0,captured,INR
P00082,O00215,01-10-2025 10:23,netbanking,3695.87,0,captured,INR
P00589,O00467,2025-10-20T02:06:00+05:30,wallet,3258.54,0,captured,INR
P02657,O00846,2026-05-08T06:33:00Z,cod,491.29,0,captured,INR
P00806,O01565,2026-02-15T22:48:00Z,card,4.99,0,captured,USD
P01983,O00191,2025-11-26T07:30:00+05:30,card,3169.67,0,captured,INR
P02505,O02013,13-05-2026 17:36,card,39.18,0,captured,USD
P01339,O00731,2026-05-03T09:32:00+05:30,cod,1294.39,0,captured,INR
P00641,O00018,2026-06-18T12:28:00+05:30,upi,24.01,0,failed,USD
P02009,O00382,2025-12-24T11:43:00+05:30,upi,4515.37,50,captured,INR
P02791,O98854,2026-06-30T16:36:00+05:30,upi,2634.45,0,captured,INR
P02391,O01897,2025-07-22T16:34:00Z,netbanking,1978.28,0,captured,INR
P01287,O01192,2026-04-16T14:34:00+05:30,upi,641.18,0,captured,INR
P01819,O00277,2025-06-10T06:44:00Z,wallet,936.41,0,refunded,INR
P01743,O01062,11-07-2026 02:16,upi,7.98,0,captured,USD
P00131,O01020,2026-02-13T23:48:00Z,wallet,1727.82,0,refunded,INR
P02299,O00491,2026-05-23T16:06:00+05:30,wallet,4821.81,0,captured,INR
P02190,O01197,10-06-2026 19:05,cod,398.83,0,failed,INR
P02040,O00197,2025-12-04T05:22:00Z,card,4.99,0,captured,USD
P01459,O01325,2026-06-28T11:18:00Z,wallet,2417.47,0,captured,INR
P00752,O01106,08-05-2026 17:32,upi,1778.32,0,pending,INR
P00022,O00656,26-10-2025 05:56,upi,1768.33,0,captured,INR
P00189,O01371,08-07-2026 22:08,cod,1815.93,100,captured,INR
P01882,O02033,2025-03-01T21:30:00Z,,321.31,0,failed,INR
P01881,O01302,21-05-2026 23:36,wallet,515.2,0,captured,INR
P02171,O00921,2026-07-26T18:36:00+05:30,netbanking,4505.14,0,refunded,INR
P02644,O01190,2025-10-04T12:28:00+05:30,wallet,28.93,0,captured,USD
P02037,O00682,06-02-2026 16:25,wallet,2052.3,0,captured,INR
P01984,O01910,19-06-2026 00:53,,827.26,0,captured,INR
P00953,O00307,03-03-2026 20:07,netbanking,631.51,0,captured,INR
P02625,O01144,2026-05-07T06:16:00Z,upi,4.99,0,refunded,USD
P01843,O00745,2025-09-06T11:17:00+05:30,cod,427.81,0,captured,INR
P02772,O00173,2026-07-24T23:00:00+05:30,card,4.98,0.01,captured,USD
P00891,O01689,2025-10-07T06:04:00+05:30,card,714.71,0,captured,INR
P01330,O00857,05-03-2026 17:57,wallet,2385.97,0,captured,INR
P01750,O00020,2025-04-29T04:22:00Z,netbanking,706.2,0,failed,INR
P00992,O00755,11-05-2026 20:08,upi,1878.57,0,captured,INR
P00269,O00882,2026-05-04T10:50:00Z,upi,554.83,0,captured,INR
P02164,O00161,2025-11-14T21:02:00Z,upi,1212.68,0,pending,INR
P01512,O01085,2025-09-25T01:00:00Z,card,12.33,0,failed,USD
P01112,O02020,2025-07-29T11:20:00Z,wallet,36.37,0,failed,USD
P00432,O01497,2025-07-11T17:00:00+05:30,,3259.54,0,captured,INR
P01471,O00827,13-01-2026 06:54,cod,2588.76,0,captured,INR
P01761,O01426,2026-01-31T06:03:00+05:30,upi,9.85,0,refunded,USD
P00522,O00488,2025-09-05T12:55:00Z,netbanking,639.2,0,captured,INR
P01325,O01229,2026-04-30T14:42:00+05:30,wallet,23.03,0,captured,USD
P01120,O00862,2026-07-04T10:50:00+05:30,cod,17.36,0,captured,USD
P00905,O00098,26-06-2026 19:29,netbanking,675.66,0,failed,INR
P01823,O00223,2026-06-23T07:03:00+05:30,card,1108.24,0,captured,INR
P00920,O00663,2025-05-24T17:31:00+05:30,netbanking,4.99,0,captured,USD
P00234,O00375,13-06-2026 09:15,netbanking,1802.96,0,captured,INR
P02532,O00350,2025-04-25T18:58:00Z,cod,460.24,0,refunded,INR
P02225,O00975,2026-03-07T12:23:00+05:30,netbanking,41.7,0,captured,USD
P02665,O01737,2026-02-24T05:26:00Z,wallet,22.13,0,failed,USD
P02354,O01631,2026-06-05T11:25:00+05:30,upi,9.41,0,captured,USD
P01304,O00603,2025-06-26T23:09:00Z,netbanking,641.16,0,refunded,INR
