order_id,user_id,order_date,status,gross_amount,credit,currency,channel
O01692,U0432,18-03-2026,delivered,4.99,0.5,USD,web
O00268,U0324,17-07-2026,shipped,41.57,2.08,USD,ios
O01604,U0230,13-02-2026,returned,39.14,0,USD,android
O01205,U0131,12-03-2026,returned,981.89,0,INR,web
O00941,U0141,17-12-2025,delivered,364.25,0,INR,web
O01162,U0238,27-01-2026,returned,15,0,USD,web
O01944,U0290,14-07-2025,delivered,63.3,0,USD,web
O00436,U0423,09-05-2026,shipped,2709.2,0,INR,web
O00926,U0095,03-05-2026,shipped,351.05,0,INR,web
O01022,U0225,22-05-2026,delivered,562.03,0,INR,web
O02034,U0010,24-02-2026,delivered,6.64,0,USD,ios
O01372,U0116,12-04-2026,delivered,2689.01,0,INR,web
O00550,U0079,12-12-2025,returned,515.46,0,INR,web
O02042,U0038,22-07-2026,delivered,1381.12,138.11,INR,web
O00695,U0061,24-07-2025,returned,6.52,0,USD,android
O01986,U0245,25-06-2026,delivered,5044.06,0,INR,web
O00212,U0323,27-04-2026,delivered,68.68,10.3,USD,ios
O01950,U0140,26-12-2025,delivered,3368.07,0,INR,web
O00873,U0344,18-12-2025,cancelled,14.73,0,USD,android
O01644,U0051,09-03-2026,returned,490.55,98.11,INR,web
O01345,U0425,21-07-2026,delivered,16.32,0,USD,ios
O00008,U0380,18-02-2026,cancelled,960.17,0,INR,android
O01121,U0351,22-05-2026,shipped,789.06,0,INR,android
O00022,U0197,25-12-2025,shipped,16.39,0.82,USD,android
O00617,U0328,26-06-2026,delivered,5.94,0,USD,web
O01179,U0419,29-10-2025,returned,5175.51,0,INR,android
O01376,U0316,10-01-2026,placed,463.36,0,INR,android
O01476,U0042,01-04-2026,delivered,4843.11,0,INR,android
O01416,U0275,24-04-2026,placed,1161.96,0,INR,ios
O00202,U0007,13-06-2026,delivered,4.99,0,USD,android
O01715,U0220,03-12-2025,cancelled,2000.34,200.03,INR,android
O00697,U0123,16-03-2026,returned,9.54,0,USD,ios
O02018,U0085,16-04-2025,delivered,9.81,0,USD,ios
O02118,U9266,16-12-2025,cancelled,941.09,0,INR,android
O00298,U0381,05-07-2026,returned,1768.27,0,INR,web
O00653,U0347,22-07-2026,delivered,1186.36,0,INR,android
O01591,U0310,24-07-2025,cancelled,32.89,0,USD,web
O01218,U0418,07-06-2026,returned,863.08,0,INR,web
O00257,U0108,02-07-2026,placed,9.59,0.48,USD,android
O00309,U0002,23-05-2026,cancelled,571.86,0,INR,android
O00642,U0242,28-01-2026,shipped,61.85,6.19,USD,android
O01844,U0163,11-05-2026,delivered,13.89,0,USD,web
O01519,U0311,17-06-2026,cancelled,21.75,3.26,USD,android
O01766,U0219,26-11-2025,delivered,322.64,0,INR,web
O00960,U0020,07-05-2026,returned,884.92,0,INR,web
O00768,U0005,28-05-2026,returned,27.76,1.39,USD,web
O00303,U0387,10-11-2025,placed,4.99,0.75,USD,web
O01134,U0378,29-09-2025,returned,6.27,0,USD,ios
O01857,U0401,29-04-2026,delivered,1651.22,0,INR,android
O01344,U0110,07-06-2026,delivered,4.99,0.75,USD,ios
O01750,U0388,01-07-2026,delivered,4514.45,0,INR,ios
O00049,U0032,30-06-2026,cancelled,28.91,0,USD,web
O00526,U0050,13-12-2025,delivered,14.73,1.47,USD,ios
O01520,U0309,12-04-2026,placed,30.02,3,USD,web
O00207,U0228,12-12-2025,delivered,2036.97,203.7,INR,ios
O00358,U0361,17-04-2026,cancelled,1936.53,0,INR,android
O01972,U0424,08-07-2025,delivered,19.6,2.94,USD,web
O02041,U0200,05-06-2026,delivered,8.72,0,USD,web
O00725,U0381,01-07-2026,placed,13.93,0,USD,web
O00038,U0419,27-03-2026,placed,1944.35,194.44,INR,ios
O00246,U0004,26-02-2026,placed,16.15,0,USD,web
O00498,U0176,23-02-2026,delivered,3435.62,343.56,INR,web
O00428,U0318,23-05-2026,delivered,536.1,53.61,INR,android
O01259,U0339,03-07-2026,placed,943.2,0,INR,web
O00558,U0196,15-07-2026,shipped,533.23,53.32,INR,android
O01171,U0390,09-09-2025,delivered,33.07,3.31,USD,android
O01195,U0262,24-02-2026,cancelled,1435.86,0,INR,ios
O01067,U0315,13-06-2026,returned,4.99,0,USD,android
O00585,U0258,03-05-2026,cancelled,1023.17,153.48,INR,android
O01772,U0267,02-07-2026,delivered,866.54,0,INR,ios
O01082,U0296,17-02-2026,cancelled,39.6,1.98,USD,android
O01935,U0414,08-02-2026,cancelled,4.99,0,USD,web
O00662,U0360,08-06-2026,delivered,42.68,8.54,USD,web
O00828,U0051,18-04-2026,delivered,1323.15,0,INR,ios
O00457,U0129,16-07-2026,delivered,1186.12,0,INR,web
O00315,U0029,31-01-2026,delivered,328.87,0,INR,web
O00823,U0049,06-04-2026,shipped,964.71,96.47,INR,ios
O00876,U0185,01-07-2026,shipped,722.33,72.23,INR,android
O01129,U0155,27-05-2026,cancelled,682.59,0,INR,web
O01621,U0302,06-07-2026,placed,10.59,1.59,USD,ios
O01192,U0304,16-04-2026,placed,674.93,33.75,INR,web
O00166,U0192,12-06-2026,delivered,2399.27,0,INR,ios
O01800,U0133,07-05-2026,delivered,1267.81,0,INR,web
O00251,U0397,05-11-2025,delivered,748.83,37.44,INR,web
O00294,U0319,03-08-2025,cancelled,1378.61,0,INR,web
O01077,U0082,22-04-2026,cancelled,465.42,0,INR,ios
O02093,U0127,03-06-2025,cancelled,541.1,0,INR,android
O01724,U0328,23-07-2026,placed,11.1,2.22,USD,web
O00891,U0247,13-02-2026,placed,1763.38,0,INR,android
O01956,U0257,27-03-2026,shipped,6.68,0,USD,web
O01696,U0126,22-07-2025,placed,22.99,0,USD,android
O02039,U0246,13-12-2025,delivered,571.44,114.29,INR,android
O00698,U0044,29-04-2026,delivered,3544.67,0,INR,web
O00603,U0126,17-06-2025,returned,712.4,71.24,INR,web
O00175,U0068,08-06-2026,placed,5587.92,0,INR,web
O00931,U0113,28-01-2026,delivered,682.13,34.11,INR,web
O01284,U0394,04-07-2026,cancelled,4.99,0,USD,web
O01636,U0427,01-07-2026,cancelled,8.92,0,USD,web
O00612,U0246,10-03-2026,shipped,3574.67,0,INR,web
O01780,U0348,01-07-2026,cancelled,3466.68,0,INR,ios
O00090,U0065,19-09-2025,shipped,64.2,12.84,USD,web
O01912,U0383,25-08-2025,delivered,572.27,0,INR,android
O00529,U0335,04-07-2026,placed,4.99,0,USD,ios
O00261,U0376,06-02-2026,cancelled,1026.84,205.37,INR,ios
O01063,U0283,12-01-2026,delivered,31.46,0,USD,web
O00737,U0418,14-06-2026,delivered,11.08,0.55,USD,ios
O00530,U0341,22-07-2026,delivered,2305.62,0,INR,web
O00943,U0379,21-05-2026,returned,4.99,0.25,USD,web
O01286,U0270,12-12-2025,delivered,480.46,48.05,INR,web
O01229,U0306,30-04-2026,returned,27.09,4.06,USD,web
O01598,U0007,24-12-2025,placed,11.1,1.11,USD,web
O01293,U0201,17-01-2026,delivered,9.14,0,USD,web
O00861,U0400,08-05-2026,placed,64.37,9.66,USD,web
O00857,U0025,05-03-2026,placed,2385.97,0,INR,web
O00938,U0127,01-07-2026,shipped,1297,259.4,INR,android
O01876,U0206,02-05-2026,delivered,3296.44,329.64,INR,android
O00714,U0119,29-01-2026,delivered,527.84,26.39,INR,web
O00519,U0105,27-06-2026,delivered,5711.44,0,INR,web
O01044,U0304,05-06-2026,returned,477.43,23.87,INR,android
O00731,U0139,03-05-2026,cancelled,1294.39,0,INR,web
O01165,U0063,20-02-2026,delivered,853.26,0,INR,web
O00868,U0004,30-06-2026,cancelled,4.99,1,USD,web
O00425,U0401,06-03-2026,placed,1682.74,0,INR,web
O00956,U0352,05-12-2025,delivered,1772.06,354.41,INR,web
O01613,U0029,08-12-2025,delivered,16.27,0,USD,ios
O01208,U0260,07-02-2026,shipped,6.4,0.32,USD,web
O01601,U0057,19-06-2026,delivered,1704.57,85.23,INR,ios
O01410,U0120,07-09-2025,delivered,54.36,0,USD,ios
O01415,U0207,19-04-2026,placed,60.01,0,USD,android
O01720,U0065,13-12-2025,placed,23.53,0,USD,web
O01585,U0221,26-06-2025,placed,38.75,0,USD,web
O01895,U0106,04-02-2026,cancelled,31.56,0,USD,web
O00463,U0295,20-02-2026,cancelled,500.05,0,INR,web
O00723,U0266,25-05-2026,shipped,14.85,0,USD,android
O01313,U0129,10-06-2026,returned,3130.91,0,INR,android
O01364,U0376,14-07-2025,cancelled,746.91,0,INR,android
O01444,U0036,30-03-2025,delivered,16.85,0,USD,web
O01032,U0063,12-06-2026,placed,16.5,0,USD,ios
O00829,U0038,16-02-2026,delivered,1237.38,0,INR,ios
O00147,U0214,07-03-2026,shipped,947.6,0,INR,ios
O00667,U0142,15-06-2026,cancelled,6.13,0,USD,ios
O00607,U0415,09-09-2025,delivered,3640.31,546.05,INR,ios
O00308,U0012,20-12-2025,delivered,1803.09,0,INR,ios
O00747,U0322,14-07-2026,delivered,1150.2,0,INR,android
O00928,U0255,17-11-2025,shipped,12.2,0,USD,android
O01838,U0267,21-06-2026,delivered,344.18,0,INR,android
O01094,U0351,26-05-2026,delivered,560.79,84.12,INR,ios
O00451,U0149,26-08-2025,returned,2435.06,487.01,INR,ios
O01634,U0136,01-02-2026,cancelled,28.33,2.83,USD,web
O00159,U0337,07-08-2025,returned,450.96,67.64,INR,web
O02026,U0372,05-02-2026,shipped,58.36,8.75,USD,android
O01266,U0066,26-06-2026,placed,11.96,0.6,USD,ios
O00084,U0151,23-12-2025,delivered,1908.18,0,INR,web
O00003,U0330,18-06-2025,shipped,944.59,0,INR,ios
O01767,U0282,21-03-2026,delivered,914.56,0,INR,web
O00899,U0228,09-06-2026,shipped,2020.22,0,INR,android
O01048,U0325,07-05-2026,delivered,16.81,0,USD,ios
O01606,U0346,14-05-2026,delivered,340.42,34.04,INR,web
O02002,U0400,29-05-2026,placed,319.64,0,INR,web
O01074,U0163,02-06-2026,shipped,14.8,0,USD,web
O01875,U0299,08-06-2026,delivered,5576.75,0,INR,web
O01260,U0323,18-12-2025,shipped,38.81,0,USD,web
O00635,U0275,14-01-2026,delivered,572.72,0,INR,web
O01801,U0254,27-06-2026,delivered,364.04,0,INR,web
O00291,U0301,15-10-2025,shipped,516.29,0,INR,ios
O01853,U0427,21-10-2025,cancelled,1406.77,0,INR,ios
O01560,U0278,14-04-2026,delivered,357.48,17.87,INR,ios
O01441,U0256,18-09-2025,placed,382.13,0,INR,web
O01404,U0076,13-08-2025,shipped,4.99,0,USD,ios
O01234,U0232,24-02-2026,delivered,11.8,0,USD,android
O01580,U0418,16-06-2026,returned,43.78,0,USD,web
O01181,U0101,02-12-2025,delivered,798.22,119.73,INR,ios
O01241,U0318,25-05-2026,shipped,997.77,0,INR,android
O00019,U0243,03-06-2026,delivered,11.43,1.71,USD,web
O01787,U0366,26-09-2025,shipped,66.27,6.63,USD,web
O02087,U0241,30-05-2026,delivered,366.28,0,INR,web
O01306,U0014,01-05-2026,delivered,1658.75,0,INR,web
O00095,U0378,09-07-2026,returned,16.76,0,USD,ios
O00830,U0376,19-04-2025,delivered,5708.67,285.43,INR,android
O01461,U0412,20-05-2026,shipped,8.63,0,USD,android
O01206,U0339,22-06-2026,delivered,8.11,0,USD,web
O00167,U0403,06-04-2025,delivered,2450.11,122.51,INR,web
O00050,U0291,19-02-2026,placed,811.5,0,INR,web
O00155,U0038,14-01-2026,returned,499.4,0,INR,android
O00184,U0040,08-04-2026,returned,4.99,0.25,USD,ios
O00616,U0067,24-04-2026,delivered,4707.03,0,INR,web
O00245,U0109,07-10-2025,shipped,2849.81,0,INR,android
O00146,U0217,08-06-2026,delivered,862.53,129.38,INR,web
O01119,U0238,21-03-2026,delivered,6.48,0,USD,web
O00140,U0411,29-08-2025,cancelled,5.64,0.85,USD,web
O00372,U0244,09-02-2026,returned,58,8.7,USD,web
O02029,U0314,07-07-2026,delivered,3369.4,336.94,INR,web
O01157,U0164,01-05-2026,returned,6.84,0.34,USD,web
O01702,U0336,13-01-2026,placed,874.55,87.45,INR,web
O01294,U0070,05-07-2025,returned,6.46,1.29,USD,web
O01015,U0371,15-09-2025,delivered,2653.47,0,INR,web
O00459,U0268,27-09-2025,shipped,9.07,1.36,USD,ios
O00106,U0149,11-04-2025,cancelled,4.99,0,USD,web
O01096,U0055,01-04-2026,delivered,1777.83,0,INR,web
O00844,U0376,29-06-2025,cancelled,373.53,0,INR,ios
O00986,U0309,04-02-2026,delivered,61.58,0,USD,web
O00079,U0148,15-03-2026,placed,676.15,0,INR,ios
O01690,U0261,23-02-2026,cancelled,5618.33,0,INR,web
O00412,U0151,10-04-2026,returned,1868.2,0,INR,web
O00311,U0103,26-07-2025,cancelled,389,77.8,INR,android
O00525,U0327,24-02-2026,returned,499.62,74.94,INR,web
O01059,U0324,07-05-2026,shipped,2510.65,0,INR,web
O01325,U0400,28-06-2026,shipped,2544.7,127.23,INR,android
O01151,U0263,12-04-2025,delivered,2859.86,0,INR,ios
O02014,U0267,21-06-2026,cancelled,491.93,24.6,INR,android
O00644,U0345,27-03-2026,delivered,1329.96,0,INR,ios
O01945,U0115,30-06-2025,delivered,467.7,46.77,INR,web
O00497,U0234,10-07-2026,placed,1427.17,0,INR,ios
O01633,U0263,06-04-2025,returned,1206.65,0,INR,ios
O00976,U0116,25-03-2026,placed,493.57,74.04,INR,android
O00827,U0216,13-01-2026,delivered,2588.76,0,INR,web
O00440,U0335,01-07-2026,placed,30.28,0,USD,web
O00464,U0050,01-06-2026,delivered,42.2,2.11,USD,android
O01900,U0305,30-06-2026,delivered,5009.83,0,INR,android
O00133,U0218,18-08-2025,returned,11.2,0,USD,web
O01907,U0056,25-05-2026,returned,4.99,0,USD,web
O01779,U0395,18-07-2025,delivered,353.88,35.39,INR,ios
O01675,U0383,19-01-2026,returned,658.26,32.91,INR,android
O02024,U0104,31-10-2025,cancelled,455.99,0,INR,android
O00141,U0410,25-06-2026,delivered,9.82,0,USD,web
O01587,U0178,21-10-2025,shipped,2411.88,0,INR,web
O00354,U0357,10-06-2026,returned,821.75,123.26,INR,ios
O01178,U0070,23-08-2025,delivered,15.87,0,USD,web
O01071,U0227,19-11-2025,shipped,1354.54,0,INR,ios
O00024,U0002,29-01-2026,delivered,984.56,0,INR,web
O01563,U0370,19-01-2026,delivered,1882.19,0,INR,web
O01821,U0325,12-02-2026,delivered,10.9,0,USD,web
O00343,U0178,20-02-2026,shipped,2351.26,117.56,INR,web
O01400,U0229,28-04-2026,cancelled,2533.71,0,INR,web
O01791,U0255,07-12-2025,returned,19.77,0,USD,ios
O01217,U0287,12-05-2026,delivered,903.37,90.34,INR,android
O01765,U0039,22-05-2026,placed,6.56,0.66,USD,android
O01846,U0347,02-05-2026,shipped,29.9,0,USD,web
O00070,U0006,20-07-2026,shipped,3580.77,0,INR,ios
O01481,U0434,04-07-2026,returned,11.19,0,USD,web
O01562,U0272,18-12-2025,placed,9.97,1,USD,web
O01199,U0278,24-04-2026,shipped,3238.22,161.91,INR,web
O01517,U0176,01-11-2025,delivered,12.36,0,USD,web
O01976,U0229,20-03-2026,delivered,5589.91,0,INR,android
O01467,U0416,17-05-2025,delivered,32.25,0,USD,web
O01597,U0169,18-07-2026,delivered,1010.3,0,INR,web
O01085,U0399,25-09-2025,cancelled,12.33,0,USD,ios
O00618,U0241,02-08-2025,cancelled,562.83,0,INR,web
O02052,U0421,25-02-2026,returned,24.18,3.63,USD,web
O02082,U0021,10-02-2026,delivered,532.26,26.61,INR,web
O01699,U0318,17-07-2026,returned,315.91,0,INR,android
O00588,U0310,04-07-2025,cancelled,8.42,1.68,USD,web
O00929,U0004,25-07-2026,returned,1893.88,0,INR,ios
O01080,U0114,04-01-2026,delivered,2664.13,0,INR,web
O00570,U0361,04-02-2026,delivered,5155.11,515.51,INR,web
O01381,U0420,05-05-2026,returned,1279.75,191.96,INR,web
O02040,U0197,25-04-2026,placed,10.59,2.12,USD,ios
O00518,U0154,02-01-2026,shipped,14.84,0,USD,android
O00260,U0017,21-07-2026,delivered,5413.13,0,INR,android
O01479,U0297,01-05-2026,delivered,941.23,0,INR,android
O00477,U0249,21-10-2025,returned,6.74,0,USD,web
O01435,U0204,29-04-2026,delivered,366.84,55.03,INR,web
O01904,U0266,26-04-2026,returned,4.99,1,USD,web
O00074,U0146,03-02-2026,placed,5.77,0.29,USD,web
O02072,U0292,03-05-2026,shipped,20.25,0,USD,android
O01091,U0042,27-05-2026,cancelled,1343.98,268.8,INR,web
O01746,U0205,22-06-2026,returned,15.29,0,USD,ios
O01164,U0385,19-03-2026,delivered,1348.41,0,INR,android
O01965,U0360,04-05-2026,cancelled,8.24,1.24,USD,web
O00501,U0251,25-01-2026,cancelled,5042.24,0,INR,android
O01436,U0406,23-07-2026,cancelled,5629.24,562.92,INR,android
O00614,U0320,14-06-2025,delivered,320.17,0,INR,web
O01385,U0132,30-10-2025,cancelled,533.09,26.65,INR,android
O01187,U0361,11-02-2026,delivered,10.16,0,USD,web
O00625,U0209,25-01-2026,placed,9.05,1.81,USD,web
O01163,U0285,15-12-2025,returned,3442.42,0,INR,web
O00604,U0140,13-03-2026,cancelled,1679.86,0,INR,web
O00335,U0428,12-07-2025,shipped,3241.59,0,INR,android
O01297,U0232,18-06-2025,returned,5656.46,0,INR,web
O00067,U0332,28-02-2026,returned,14.25,1.43,USD,android
O00658,U0211,29-05-2026,delivered,863.46,0,INR,android
O01940,U0163,28-02-2026,returned,19.96,0,USD,android
O01620,U0240,21-11-2025,delivered,19.72,0,USD,android
O01041,U0402,27-10-2025,cancelled,2316.26,0,INR,ios
O00056,U0342,13-05-2026,placed,5268.06,0,INR,ios
O01495,U0354,12-04-2026,placed,20.08,0,USD,web
O02109,U9485,23-05-2026,shipped,3844.6,0,INR,web
O00139,U0159,12-06-2026,cancelled,1342.37,268.47,INR,ios
O02092,U0047,14-09-2025,delivered,506.18,0,INR,ios
O01215,U0403,24-06-2025,placed,2060.09,0,INR,ios
O00044,U0102,22-01-2026,shipped,8.93,0,USD,ios
O01545,U0222,20-06-2026,returned,15.87,0,USD,ios
O00075,U0176,14-01-2026,shipped,742.68,0,INR,web
O02100,U0362,06-03-2026,returned,910.99,0,INR,android
O01254,U0060,20-01-2026,placed,3126.28,0,INR,web
O00874,U0276,01-07-2026,cancelled,779.89,0,INR,web
O00047,U0314,25-04-2026,cancelled,1789.57,0,INR,ios
O01084,U0160,14-05-2026,shipped,1416.56,0,INR,web
O01596,U0251,03-03-2026,delivered,3021.4,0,INR,web
O00672,U0038,27-05-2026,placed,4758.89,237.94,INR,ios
O01861,U0241,24-03-2026,placed,3500.39,0,INR,web
O00694,U0222,19-06-2026,returned,2654.24,0,INR,web
O02008,U0380,24-04-2026,delivered,359.25,53.89,INR,android
O00028,U0387,07-03-2026,delivered,20.77,0,USD,android
O01889,U0334,24-03-2026,returned,22.3,1.11,USD,android
O00482,U0333,25-05-2026,delivered,2610.89,0,INR,android
O01027,U0119,19-03-2026,delivered,395.61,0,INR,web
O00850,U0313,12-07-2026,delivered,1283.74,0,INR,android
O00746,U0127,18-12-2025,delivered,667.83,0,INR,android
O01812,U0156,07-10-2025,delivered,1355.54,0,INR,android
O00962,U0337,17-09-2025,cancelled,2589.64,0,INR,web
O00546,U0164,28-04-2026,cancelled,8.1,0,USD,web
O00060,U0211,13-04-2026,delivered,962.94,0,INR,ios
O00939,U0429,15-05-2026,delivered,5097.45,509.75,INR,android
O01654,U0120,05-02-2026,delivered,32.27,0,USD,web
O00978,U0382,27-08-2025,shipped,319.13,15.96,INR,web
O01529,U0381,06-07-2026,delivered,2803.44,0,INR,android
O00114,U0256,26-02-2026,delivered,351.23,17.56,INR,android
O00248,U0136,02-03-2026,delivered,11,1.65,USD,web
O00092,U0056,19-06-2026,cancelled,976.89,195.38,INR,web
O00977,U0187,16-04-2026,delivered,4.99,0,USD,web
O02113,U9148,15-07-2026,cancelled,1375.05,0,INR,web
O00278,U0041,16-01-2026,shipped,5604.27,0,INR,android
O01607,U0343,09-03-2026,shipped,65.29,0,USD,ios
O01943,U0225,14-07-2026,delivered,2535,253.5,INR,android
O02015,U0238,22-07-2026,returned,4558.35,227.92,INR,web
O01489,U0363,18-02-2026,delivered,6.71,0,USD,web
O00156,U0003,16-02-2026,cancelled,1032.61,103.26,INR,web
O00188,U0129,16-05-2026,shipped,2855.59,0,INR,web
O01993,U0033,15-03-2026,returned,23.02,3.45,USD,android
O01738,U0143,12-03-2026,returned,4.99,0.25,USD,web
O01931,U0383,17-04-2026,delivered,3207.02,481.05,INR,web
O01105,U0230,02-12-2025,placed,4.99,0.5,USD,web
O00331,U0028,05-05-2026,placed,36.55,1.83,USD,ios
O00855,U0185,25-02-2026,placed,2342.93,0,INR,android
O00814,U0137,08-05-2026,returned,5.62,1.12,USD,web
O00152,U0019,31-01-2026,cancelled,4.99,0,USD,ios
O02086,U0288,08-07-2026,shipped,5.6,0,USD,ios
O01894,U0192,13-04-2026,shipped,3023.4,0,INR,web
O00334,U0090,01-06-2026,shipped,1710.82,85.54,INR,web
O01214,U0247,05-05-2026,returned,5.76,0,USD,web
O01854,U0009,14-12-2025,delivered,1374.49,206.17,INR,web
O01908,U0082,02-04-2026,returned,5650.74,0,INR,ios
O01339,U0393,24-06-2026,returned,4.99,0,USD,web
O00138,U0075,11-06-2026,placed,8.74,1.31,USD,web
O01700,U0258,28-05-2026,cancelled,4793.22,239.66,INR,web
O01329,U0243,21-07-2026,delivered,4.99,0,USD,ios
O00419,U0152,01-03-2026,delivered,4.99,0.5,USD,android
O00083,U0255,04-08-2025,delivered,2312.15,0,INR,ios
O00338,U0234,15-07-2026,delivered,4904.21,980.84,INR,android
O00176,U0414,11-10-2025,delivered,8.06,0,USD,web
O01662,U0145,03-01-2026,cancelled,550.33,0,INR,web
O00446,U0192,04-07-2026,delivered,352.27,0,INR,web
O01040,U0228,06-07-2026,placed,5014.46,250.72,INR,web
O01368,U0017,27-06-2026,cancelled,1271.39,0,INR,web
O00320,U0268,04-07-2026,returned,28.55,0,USD,web
O00950,U0172,18-03-2025,cancelled,6.56,0,USD,web
O01043,U0379,18-05-2026,placed,28.72,0,USD,ios
O00458,U0091,17-04-2026,returned,14.01,0.7,USD,ios
O00099,U0424,22-08-2025,delivered,11.88,0,USD,android
O00932,U0149,25-07-2025,delivered,1241.87,0,INR,ios
O01558,U0351,17-07-2026,delivered,455.21,0,INR,web
O00476,U0167,05-02-2026,shipped,325.38,0,INR,web
O01859,U0157,24-04-2026,returned,5.42,0,USD,ios
O00124,U0199,21-07-2026,returned,29.75,0,USD,web
O01373,U0102,05-04-2026,cancelled,5729.13,0,INR,android
O00081,U0308,05-11-2025,delivered,32.27,0,USD,android
O01687,U0049,31-12-2025,placed,940.64,0,INR,web
O00391,U0212,09-07-2026,delivered,4708.85,706.33,INR,android
O01438,U0017,09-07-2026,placed,2288.54,343.28,INR,web
O01204,U0093,03-12-2025,delivered,6.14,0,USD,web
O01276,U0280,05-11-2025,returned,61.9,0,USD,web
O01326,U0335,22-06-2026,delivered,4.99,0,USD,ios
O01592,U0386,21-06-2026,cancelled,5038.33,0,INR,web
O01635,U0407,04-07-2026,cancelled,32.7,0,USD,web
O00555,U0049,04-03-2026,placed,573.41,0,INR,android
O00367,U0360,16-07-2026,cancelled,1019.45,0,INR,ios
O01023,U0410,18-04-2026,delivered,8.17,0,USD,android
O01069,U0029,20-06-2026,delivered,4.99,1,USD,web
O01628,U0156,18-04-2026,delivered,1227.99,0,INR,web
O00821,U0336,08-07-2026,delivered,918.92,0,INR,android
O00360,U0372,25-12-2025,delivered,3231.76,323.18,INR,web
O01427,U0178,03-11-2025,delivered,477.64,0,INR,web
O00333,U0224,14-04-2026,shipped,2425.61,363.84,INR,ios
O01049,U0003,04-03-2025,delivered,2985.96,0,INR,android
O01216,U0256,15-04-2026,shipped,367.48,18.37,INR,ios
O00420,U0334,04-07-2025,delivered,4631.15,926.23,INR,ios
O01160,U0062,07-01-2026,cancelled,4.99,0.25,USD,ios
O00923,U0379,05-12-2025,delivered,14.5,0,USD,web
O01922,U0235,23-11-2025,delivered,33.31,0,USD,web
O01507,U0273,06-06-2025,delivered,1723.64,0,INR,ios
O00241,U0014,01-04-2026,placed,6.33,1.27,USD,ios
O01453,U0011,02-03-2026,delivered,1259.71,0,INR,ios
O01388,U0310,10-08-2025,returned,14.18,0,USD,ios
O00444,U0372,17-01-2026,shipped,6.35,0,USD,web
O00411,U0279,28-06-2026,shipped,720.99,144.2,INR,android
O01969,U0058,12-02-2026,cancelled,4688.55,0,INR,web
O00912,U0283,20-02-2026,returned,39.91,0,USD,android
O00973,U0263,22-09-2025,delivered,340.67,0,INR,web
O01536,U0004,20-02-2026,delivered,23.7,0,USD,web
O01713,U0358,05-07-2026,placed,2725.98,136.3,INR,web
O01663,U0299,19-04-2026,delivered,636.72,0,INR,web
O01433,U0372,19-03-2026,shipped,39.64,5.95,USD,web
O00942,U0077,28-01-2026,returned,5657.13,0,INR,ios
O01980,U0246,27-11-2025,returned,565.65,56.56,INR,android
O02096,U0027,18-06-2026,delivered,2731.77,0,INR,web
O01609,U0399,26-08-2025,returned,10.51,0,USD,android
O01236,U0091,22-12-2025,returned,63.91,0,USD,ios
O01630,U0325,16-05-2026,delivered,570.43,0,INR,ios
O00045,U0087,04-06-2026,cancelled,1165.57,0,INR,android
O01006,U0325,10-05-2026,placed,351.93,0,INR,web
O01012,U0075,25-01-2026,delivered,11.79,0,USD,web
O00040,U0003,28-05-2025,placed,2569.57,128.48,INR,web
O00179,U0273,27-05-2026,delivered,869.51,173.9,INR,android
O00554,U0182,10-06-2026,delivered,2454.36,122.72,INR,web
O00113,U0030,09-05-2026,delivered,5553.18,555.32,INR,web
O01169,U0007,24-12-2025,returned,2820.98,0,INR,web
O01409,U0160,05-05-2026,returned,2344.65,0,INR,android
O01062,U0019,11-07-2026,delivered,9.98,2,USD,web
O00396,U0211,13-06-2026,placed,3243.31,486.5,INR,web
O00822,U0018,23-05-2026,delivered,10.03,0,USD,web
O00776,U0264,14-05-2026,returned,30.75,0,USD,web
O00218,U0404,14-10-2025,placed,320.08,0,INR,android
O00935,U0015,06-11-2025,delivered,2005.1,0,INR,web
O00020,U0206,29-04-2025,cancelled,706.2,0,INR,web
O01126,U0286,30-07-2025,delivered,2593.46,0,INR,android
O00509,U0189,11-07-2026,placed,16.99,0,USD,web
O00506,U0224,01-06-2026,delivered,883.29,0,INR,android
O01880,U0270,21-11-2025,cancelled,1353.87,0,INR,web
O02122,U9534,09-07-2026,delivered,318.8,0,INR,ios
O01426,U0217,25-01-2026,returned,9.85,0,USD,ios
O01334,U0411,09-10-2025,placed,4.99,0,USD,web
O01640,U0358,02-06-2026,delivered,1015.96,203.19,INR,ios
O01268,U0127,18-12-2025,delivered,1992.61,0,INR,web
O00940,U0040,30-05-2026,shipped,13.64,0,USD,ios
O00048,U0307,12-03-2026,shipped,3112.42,0,INR,web
O01228,U0351,01-06-2026,shipped,360.43,0,INR,ios
O01723,U0051,21-02-2026,delivered,3251.45,487.72,INR,android
O01888,U0328,24-07-2026,delivered,4.99,0,USD,web
O00730,U0339,05-06-2026,delivered,21.2,0,USD,ios
O01708,U0325,17-02-2026,returned,6.21,1.24,USD,android
O01180,U0306,02-05-2026,cancelled,21.76,0,USD,web
O01172,U0316,23-10-2025,cancelled,36.52,0,USD,android
O00539,U0006,27-05-2026,returned,811.36,0,INR,android
O00902,U0132,23-02-2026,delivered,1151.88,0,INR,web
O01194,U0112,01-11-2025,cancelled,327.49,0,INR,ios
O00142,U0022,24-07-2025,delivered,1266.79,0,INR,android
O01905,U0094,04-02-2026,cancelled,526.39,0,INR,web
O00641,U0089,20-05-2026,delivered,63.33,0,USD,web
